PARKING_ZONE,ZONE_CAP,SEG_CAP,ZONE_TYPE,STALL_TYPE,ADDRESS_DESC,BLOCK_SIDE,PERMIT_ZONE,STATUS,PRICE_ZONE,ENFORCEABLE_TIME,MAX_TIME,PARKING_RESTRICT_TYPE,PARKING_RESTRICT_TIME,NO_PARKING,NO_STOPPING,line,BRZ_NAME
1193,,,Loading Zone,Parallel,"3 Av SW ,  Fr 4 St SW To 5 St SW",N,1193,Active,5,"0840-1520 MON-FRI, 0001-2359 SAT-SUN",20,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0730978 51.0506468, -114.0729496 51.0506426))",Downtown
2762,,,Parking Zone,Parallel,"2 Av NW ,  Fr 9A St NW To 10 St NW",N,2762,Active,18,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0856813 51.0540884, -114.0853469 51.0540881))",Kensington / Louise Crossing
2264,,,Loading Zone,Parallel,"2 St SW ,  Fr 7 Av SW To 8 Av SW",E,2264,Active,4c,0910-1750 MON-SAT,20,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0678276 51.0464907, -114.0678033 51.0464579, -114.0677991 51.046451, -114.0677965 51.0464429, -114.067796 51.0464348, -114.0677978 51.0464094))",Downtown
1101,,,Parking Zone,Parallel,"2 St SW ,  Fr Riverfront Av SW To 2 Av SW",E,1101,Active,5,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0674198 51.0518894, -114.0674221 51.0518411, -114.0674249 51.0517972, -114.0674455 51.0515095))",Chinatown
1116,,,Handicapped Zone,Parallel,"1 St SW ,  Fr Riverfront Av SW To 2 Av SW",E,1116,Active,3,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0649779 51.0515442, -114.0649808 51.0515033, -114.0649818 51.0514968, -114.0649838 51.0514902, -114.0649864 51.0514847, -114.0649896 51.0514795, -114.0649916 51.0514767, -114.0649934 51.0514745))",Chinatown
1358,,,Parking Zone,Parallel,"4 St SW ,  Fr 3 Av SW To 4 Av SW",E,1358,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0714008 51.0501831, -114.0714008 51.0497561))",Downtown
1337,,,Parking Zone,Parallel,"4 St SW ,  Fr 3 Av SW To 4 Av SW",W,1337,Active,4b,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.071626 51.0499297, -114.071626 51.0500214))",Downtown
1338,,,Taxi Zone,Parallel,"4 St SW ,  Fr 3 Av SW To 4 Av SW",W,1338,Active,4b,0910-1750 MON-SAT,1440,none,none,,,"MULTILINESTRING ((-114.0716257 51.0498119, -114.0716259 51.0498163, -114.071626 51.0499297))",Downtown
1354,,,Parking Zone,Parallel,"4 Av SW ,  Fr 3 St SW To 4 St SW",N,1354,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0712701 51.0496471, -114.070431 51.0496226))",Downtown
1204,,,Parking Zone,Parallel,"3 St SW ,  Fr 2 Av SW To 3 Av SW",W,1204,Active,5,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0700863 51.0510468, -114.0700857 51.0510164, -114.0700837 51.0509814, -114.0700804 51.0509481, -114.0700752 51.0509104, -114.0700725 51.0508925))",Downtown
2191,,,Taxi Zone,Parallel,"8 Av SW ,  Fr 6 St SW To 7 St SW",N,2191,Active,4d,"0710-1750 MON-FRI, 0910-1750 SAT",1440,none,none,,,"MULTILINESTRING ((-114.077095 51.0459847, -114.0769953 51.0459818))",Downtown
5338,,,Parking Zone,Parallel,"Research Rd NW ,  Fr 33 St NW To 36 St NW",N,5338,Active,24,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.1385793 51.086316, -114.1385184 51.0863159, -114.1384023 51.0863165))",
5341,,,Parking Zone,Parallel,"Research Rd NW ,  Fr 33 St NW To 36 St NW",S,5341,Active,24,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.1377579 51.086221, -114.1385925 51.0862199))",
5341,,,Parking Zone,Parallel,"Research Rd NW ,  Fr 33 St NW To 36 St NW",S,5341,Active,24,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.1365364 51.0862294, -114.1367141 51.0862219, -114.1374741 51.086221))",
5341,,,Parking Zone,Parallel,"Research Rd NW ,  Fr 33 St NW To 36 St NW",S,5341,Active,24,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.1347346 51.0866478, -114.134763 51.0866249, -114.1348246 51.0865875, -114.1348757 51.0865617, -114.1349649 51.0865274, -114.135022 51.0865093, -114.1350797 51.0864937, -114.1351855 51.0864695, -114.1353269 51.0864342, -114.1357513 51.0863343, -114.1358553 51.0863126, -114.1358919 51.0863054, -114.1360065 51.0862849, -114.1360287 51.0862813, -114.1360452 51.0862794, -114.1360689 51.0862765, -114.1361067 51.0862712, -114.1361733 51.0862625, -114.1362453 51.0862535))",
5350,,,Parking Zone,Parallel,"Research Wy NW ,  Fr 33 St NW To 36 St NW",N,5350,Active,24,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.1386687 51.0842469, -114.1385859 51.0842467, -114.1382271 51.0842488, -114.1380078 51.0842481, -114.1376824 51.0842488))",
5350,,,Parking Zone,Parallel,"Research Wy NW ,  Fr 33 St NW To 36 St NW",N,5350,Active,24,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.1363373 51.08425, -114.135391 51.0842514, -114.1347673 51.084253))",
5346,,,Parking Zone,Parallel,"33 St NW ,  Fr Research Rd NW To Research Wy NW",W,5346,Active,24,0910-1750 MON-FRI,240,none,none,,,"MULTILINESTRING ((-114.1342389 51.0847576, -114.1342396 51.0854283))",
5349,,,Parking Zone,Parallel,"33 St NW ,  Fr Research Wy NW To 32 Av NW",W,5349,Active,24,0910-1750 MON-FRI,240,none,none,,,"MULTILINESTRING ((-114.1342452 51.0833089, -114.134245 51.0838034, -114.1342442 51.0840488))",
1948,,,Parking Zone,Parallel,"6 Av SW ,  Fr 6 St SW To 7 St SW",S,1948,Active,4b,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0764985 51.0477648, -114.0768931 51.0477759))",Downtown
1501,,,Parking Zone,Parallel,"4 Av SW ,  Fr 6 St SW To 7 St SW",S,1501,Active,4b,0910-1520 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.07633 51.0496476, -114.077551 51.0496826))",Downtown
1523,,,Loading Zone,Parallel,"5 Av SW ,  Fr 5 St SW To 6 St SW",N,1523,Active,4b,"0910-1520 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0744268 51.0487913, -114.0741603 51.0487843))",Downtown
1537,,,Loading Zone,Parallel,"5 Av SW ,  Fr 4 ST SW To 5 ST SW",N,1537,Active,4b,"0910-1520 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0727273 51.0487393, -114.0725478 51.0487344))",Downtown
4883,,,Loading Zone,Parallel,"25 Av SW ,  Fr 2 St SW To 4 St SW",N,4883,Active,16,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0710312 51.0306346, -114.0708333 51.0306286))",4 Street SW
1086,,,Parking Zone,Parallel,"2 Av SW ,  Fr 2 St SW To 3 St SW",N,1086,Active,5,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0697095 51.0514836, -114.0696866 51.051482, -114.0687308 51.0514545))",Downtown
1022,,,Parking Zone,Parallel,"Riverfront Av SW ,  Fr Centre St S To 1 St SW",N,1022,Active,3,0910-1750 MON-SAT,180,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0643497 51.0523519, -114.0640014 51.0523516, -114.0637599 51.0523513, -114.0637506 51.0523512))",Chinatown
1090,,,Parking Zone,Parallel,"Riverfront Av SW ,  Fr 1 St SW To 2 St SW",S,1090,Active,5,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0661887 51.0522409, -114.0672218 51.0522425, -114.0672374 51.052243, -114.0672478 51.0522438, -114.0672578 51.052245, -114.0672637 51.0522459))",Chinatown
1048,,,Parking Zone,Parallel,"Eau Claire Av SW ,  Fr 5 St SW To 6 St SW",S,1048,Active,5,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0749862 51.0525316, -114.0755505 51.0525475))",Downtown
3177,,,Parking Zone,Parallel,"11 Av SE ,  Fr 1 St SE To MacLeod Tr SE",N,3177,Active,14,0910-1520 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0598564 51.0423327, -114.0597662 51.0423301))",Victoria Park
5020,,,Loading Zone,Parallel,"Centre St N ,  Fr 13 Av NW To 14 Av NW",W,5020,Active,22,"0910-1520 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0626251 51.064909, -114.0626247 51.065003, -114.0626253 51.0650092, -114.0626264 51.0650139, -114.0626292 51.065021, -114.0626319 51.0650255, -114.062635 51.0650297, -114.0626374 51.0650325))",Crescent Heights Village
2192,,,Loading Zone,Parallel,"8 Av SW ,  Fr 6 St SW To 7 St SW",N,2192,Active,4d,"0710-1750 MON-FRI, 0910-1750 SAT",20,none,none,,,"MULTILINESTRING ((-114.0769953 51.0459818, -114.0768813 51.0459785))",Downtown
2205,,,Loading Zone,Parallel,"8 Av SW ,  Fr 5 St SW To 6 St SW",N,2205,Active,4d,"0710-1750 MON-FRI, 0910-1750 SAT",20,none,none,,,"MULTILINESTRING ((-114.0751406 51.0459306, -114.0750466 51.0459279))",Downtown
1240,,,Loading Zone,Parallel,"2 St SW ,  Fr 2 Av SW To 3 Av SW",E,1240,Active,5,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0674921 51.0506599, -114.0674959 51.0506403, -114.0675087 51.0506204, -114.0675158 51.0506123, -114.0675225 51.0505995, -114.067525 51.0505906, -114.0675275 51.0505826))",Chinatown
1244,,,Parking Zone,Parallel,"2 Av SW ,  Fr Centre St S To 1 St SW",S,1244,Active,3,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0632189 51.0511926, -114.0634327 51.0511986))",Chinatown
3423,,,Parking Zone,Parallel,"11 Av SW ,  Fr 1 St SW To Centre St S",S,3423,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0634764 51.0423068, -114.0647029 51.0423431))",Victoria Park
2876,,,Parking Zone,Angle,"Kensington Cr NW ,  Fr 10A St NW To 14 St NW",S,2876,Active,17,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0885976 51.0523097, -114.0886078 51.0523041, -114.0886204 51.0522989, -114.0886371 51.0522943, -114.0896556 51.0520835))",Kensington / Louise Crossing
1254,,,Loading Zone,Parallel,"1 St SW ,  Fr 2 Av SW To 3 Av SW",E,1254,Active,3,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0649739 51.0510083, -114.064969 51.0509993, -114.0649679 51.0509923, -114.0649683 51.0509868, -114.0649699 51.0509636, -114.0649742 51.0509047))",Chinatown
5395,,,Parking Zone,Parallel,"10 St SE ,  Fr 9 Av SE To 10 Av SE",E,5395,Active,20,"1140-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.038098 51.0419538, -114.0382219 51.0417556))",Inglewood
1558,,,Access Calgary Loading Zone,Parallel,"4 Av SW ,  Fr 2 St Sw To 3 St SW",S,1558,Active,4a,"0840-1520 MON-FRI, 0001-2359 SAT-SUN",10,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0692078 51.049445, -114.0693574 51.0494493))",Downtown
1403,,,Parking Zone,Parallel,"3 Av SE ,  Fr 1 St SE To Centre St S",S,1403,Active,3,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0621588 51.0502113, -114.0622682 51.0502144, -114.062283 51.0502149, -114.0622911 51.0502151, -114.0623153 51.0502169, -114.0623389 51.050221, -114.0623612 51.0502273, -114.0623938 51.0502379))",Chinatown
1408,,,Parking Zone,Parallel,"1 St SE ,  Fr 3 Av SE To 4 Av SE",W,1408,Active,3,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0604254 51.0495825, -114.0604284 51.0495886, -114.060431 51.0495971, -114.0604315 51.0496071, -114.0604265 51.0496764))",Chinatown
1419,,,Parking Zone,Parallel,"MacLeod Tr SE ,  Fr 3 Av SE To 4 Av SE",W,1419,Active,3,0910-1750 MON-SAT,60,none,none,,,"MULTILINESTRING ((-114.0579203 51.0493946, -114.0579265 51.0494141, -114.0579323 51.049438, -114.0579342 51.0494543, -114.0579345 51.0494611, -114.0579342 51.0494749, -114.0579331 51.0494902, -114.0579294 51.0495429, -114.0579218 51.0496481))",Chinatown
2424,,,Parking Zone,Parallel,"6 St SW ,  Fr 8 Av SW To 9 Av SW",W,2424,Active,4d,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0764683 51.045125, -114.0764233 51.0457573))",Downtown
2765,,,Loading Zone,Parallel,"10 St NW ,  Fr 2 Av NW To 3 Av NW",E,2765,Active,18,"0910-1550 MON-FRI, 0910-1750 SAT",20,AM&PM,"06:30 - 08:30 , 16:00 - 18:00",,,"MULTILINESTRING ((-114.085807 51.0542938, -114.0858061 51.054221))",Kensington / Louise Crossing
1245,,,Handicapped Zone,Parallel,"2 Av SW ,  Fr Centre St S To 1 St SW",S,1245,Active,3,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0631334 51.0511902, -114.0632189 51.0511926))",Chinatown
1243,,,Loading Zone,Parallel,"2 Av SW ,  Fr Centre St S To 1 St SW",S,1243,Active,3,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0634327 51.0511986, -114.0635495 51.0512019))",Chinatown
2601,,,Parking Zone,Parallel,"9 Av SW , fr 13 St SW to 14 St SW",S,2601,Active,7,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0930368 51.0453809, -114.0930419 51.0453823, -114.0931146 51.0453836, -114.0932482 51.0453873, -114.0933039 51.0453889))",
1115,,,Parking Zone,Parallel,"1 St SW ,  Fr Riverfront Av SW To 2 Av SW",E,1115,Active,3,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0649374 51.0521099, -114.0649779 51.0515442))",Chinatown
1253,,,Parking Zone,Parallel,"1 St SW ,  Fr 2 Av SW To 3 Av SW",E,1253,Active,3,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0650008 51.0511286, -114.0650067 51.0510479, -114.0650055 51.0510389))",Chinatown
1960,,,Parking Zone,Parallel,"6 Av SW ,  Fr 5 St SW To 6 St SW",S,1960,Active,4b,0910-1520 MON-FRI,60,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0756748 51.0477341, -114.0756814 51.047735, -114.075692 51.0477368, -114.0757087 51.0477389, -114.0757235 51.0477404, -114.0757372 51.0477414, -114.0757559 51.0477424, -114.0759501 51.0477478))",Downtown
1946,,,Parking Zone,Parallel,"6 Av SW ,  Fr 6 St SW To 7 St SW",S,1946,Active,4b,0910-1520 MON-FRI,60,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.077632 51.0477966, -114.0780694 51.047809))",Downtown
1947,,,Loading Zone,Parallel,"6 Av SW ,  Fr 6 St SW To 7 St SW",S,1947,Active,4b,"0910-1520 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0768931 51.0477759, -114.0770869 51.0477813))",Downtown
4501,,,Parking Zone,Parallel,"1 St SW ,  Fr 15 Av SW To 17 Av SW",W,4501,Active,13,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0661118 51.0383679, -114.0661023 51.0385011))",Victoria Park
2601,,,Parking Zone,Parallel,"9 Av SW , fr 13 St SW to 14 St SW",S,2601,Active,7,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0934639 51.0453947, -114.0935438 51.0453985, -114.0936095 51.0454038))",
2553,,,Loading Zone,Parallel,"MacLeod Tr SE ,  Fr 8 Av SE To 9 Av SE",E,2553,Active,2,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0580133 51.0452527, -114.0580046 51.0452421, -114.0580021 51.045238, -114.0579989 51.0452304, -114.0579971 51.0452226, -114.0579969 51.0452148, -114.0580078 51.0450643))",Downtown
2058,,,Loading Zone,Parallel,"6 Av SE ,  Fr MacLeod Tr SE To 1 St SE",S,2058,Active,2,"0910-1520 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0589308 51.0472534, -114.0591032 51.0472583))",Downtown
2649,,,Loading Zone,Parallel,"9 Av SW ,  Fr Centre St S To 1 St SW",S,2649,Active,4c,"0710-1750 MON-FRI, 0910-1750 SAT",20,none,none,,,"MULTILINESTRING ((-114.0644432 51.0445659, -114.0651313 51.0445855))",Downtown
1803,,,Parking Zone,Parallel,"5 Av SE ,  Fr Centre St S To 1 St SE",S,1803,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0622709 51.0482932, -114.0613876 51.0482679))",Downtown
1592,,,Parking Zone,Parallel,"5 Av SW ,  Fr Centre St S To 1 St SW",N,1592,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0650156 51.0485181, -114.0644044 51.0485006))",Downtown
2044,,,Parking Zone,Parallel,"6 Av SE ,  Fr Centre St S To 1 St SE",S,2044,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0616183 51.0473311, -114.0626825 51.0473616))",Downtown
1950,,,Parking Zone,Parallel,"6 St SW ,  Fr 6 Av SW To 7 Av SW",W,1950,Active,4b,0910-1520 MON-FRI,60,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0763241 51.0471401, -114.0763126 51.0472973))",Downtown
3933,,,Parking Zone,Parallel,"1 St SW ,  Fr 13 Av SW To 14 Av SW",W,3933,Active,13,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0659883 51.0397749, -114.0659906 51.0397799, -114.0659924 51.0397873, -114.0659926 51.0397942, -114.0659512 51.0403709, -114.0659506 51.0403732, -114.0659488 51.0403755, -114.0659453 51.0403779))",First Street
3954,,,Parking Zone,Parallel,"1 St SW ,  Fr 13 Av SW To 14 Av SW",E,3954,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0657639 51.0402802, -114.0657998 51.0397906))",First Street
2509,,,Taxi Zone,Parallel,"Centre St S ,  Fr 8 Av SW To 9 Av SW",W,2509,Active,4c,"0710-1750 MON-FRI, 0910-1750 SAT",1440,none,none,,,"MULTILINESTRING ((-114.0631618 51.0449137, -114.0631539 51.0450241))",Downtown
2131,,,Parking Zone,Parallel,"10 St SW ,  Fr 7 Av SW To 8 Av SW",W,2131,Active,7,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0861993 51.04672, -114.0861936 51.0467885, -114.0861791 51.0469898, -114.086166 51.047016))",Downtown
4501,,,Parking Zone,Parallel,"1 St SW ,  Fr 15 Av SW To 17 Av SW",W,4501,Active,13,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0661364 51.038024, -114.0661175 51.0382885))",Victoria Park
2601,,,Parking Zone,Parallel,"9 Av SW , fr 13 St SW to 14 St SW",N,2601,Active,7,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0937222 51.0454878, -114.093709 51.0454866, -114.0936721 51.0454805, -114.0936446 51.0454783, -114.0936226 51.0454788, -114.0936025 51.0454816, -114.0935819 51.0454866, -114.0935532 51.045493, -114.0935257 51.0454963, -114.0934937 51.0454969, -114.0934385 51.0454954, -114.0933313 51.045492, -114.0932239 51.0454892, -114.0930988 51.0454854, -114.093036 51.0454833, -114.0930013 51.0454822, -114.0929692 51.045478, -114.0929422 51.0454718, -114.0929168 51.045462, -114.092893 51.0454533, -114.0928721 51.0454481, -114.0928491 51.0454467, -114.0928073 51.0454454, -114.0927753 51.0454442))",
3124,,,Parking Zone,Angle,"2 St SW ,  Fr 10 Av SW To 11 Av SW",W,3124,Active,12,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0682537 51.0426625, -114.0682344 51.0429328))",Beltline
3124,,,Parking Zone,Angle,"2 St SW ,  Fr 10 Av SW To 11 Av SW",W,3124,Active,12,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0682267 51.0430413, -114.0682091 51.0432865))",Beltline
3145,,,Parking Zone,Parallel,"2 St SW ,  Fr 10 Av SW To 11 Av SW",E,3145,Active,12,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0680437 51.0426289, -114.0680295 51.0428624, -114.0680275 51.0428903))",Victoria Park
3408,,,Parking Zone,Parallel,"11 Av SW ,  Fr 1 St SW To 2 St SW",S,3408,Active,12,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0665321 51.0424089, -114.0670962 51.0424249))",Victoria Park
4121,,,Parking Zone,Parallel,"8 St SW, Fr 14 Av to 15 Av SW",E,4121,Active,9,"0910-1520 MON-FRI, 0910-1750 SAT",180,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0815892 51.039521, -114.0816064 51.0392755))",
5282,,,Loading Zone,Parallel,"Centre Av NE ,  Fr 8A St NE To 9 St NE",S,5282,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",20,none,none,,,"MULTILINESTRING ((-114.0405898 51.0523134, -114.0407509 51.052314))",Bridgeland
2774,,,Parking Zone,Parallel,"9 St NW ,  Fr 2 Av NW To 3 Av NW",N,2774,Active,18,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0835896 51.0553034, -114.0834676 51.0552252))",
2777,,,Parking Zone,Parallel,"Gladstone Rd NW ,  Fr 13 St NW To 14 St NW",S,2777,Active,19,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.093965 51.0529991, -114.0939881 51.0529941, -114.0940141 51.0529921, -114.0940336 51.0529911, -114.0942571 51.0529914))",Kensington / Louise Crossing
2790,,,Parking Zone,Parallel,"12 St NW ,  Fr Gladstone Rd To Kensington Rd NW",E,2790,Active,19,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.091572 51.0528217, -114.0915691 51.0527165))",Kensington / Louise Crossing
2313,,,Loading Zone,Parallel,"3 St SE ,  Fr 7 Av SE To 8 Av SE",W,2313,Removed,2,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0557173 51.0458342, -114.0557179 51.0458353, -114.0557201 51.0458392, -114.0557387 51.0458706, -114.0557451 51.045884, -114.0557485 51.0458977, -114.055749 51.0459116, -114.0557373 51.0460716, -114.0557361 51.0460785, -114.0557333 51.0460852, -114.055729 51.0460916))",Downtown
1355,,,Loading Zone,Parallel,"4 Av SW ,  Fr 3 St SW To 4 St SW",N,1355,Active,4a,"0840-1520 MON-FRI, 0910-1750 SAT",20,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.070431 51.0496226, -114.0703298 51.0496197))",Downtown
1090,,,Parking Zone,Parallel,"Riverfront Av SW ,  Fr 1 St SW To 2 St SW",S,1090,Active,5,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0653075 51.0522395, -114.065403 51.0522396))",Chinatown
4341,,,Parking Zone,Parallel,"8 St SW, Fr 15 Av to 16 Av SW",E,4341,Active,11,"0910-1520 MON-FRI, 0910-1750 SAT",180,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0816756 51.0382908, -114.0816564 51.0385628))",
1129,,,Parking Zone,Parallel,"Riverfront Av SE ( 3 Av SE) , Fr MacLeod Tr S T*",N,1129,Active,3,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0594859 51.051096, -114.0578302 51.0507231))",Chinatown
5181,,,Loading Zone,Parallel,"7A St NE ,  Fr Centre Av NE To 1 Av NE",W,5181,Active,21,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0444294 51.0530898, -114.0444296 51.0531528))",Bridgeland
3871,,,Parking Zone,Parallel,"8 St SW, Fr 13 Av to 14 Av SW",E,3871,Active,9,0910-1750 MON-FRI,180,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0815065 51.0408457, -114.0815138 51.0407007, -114.0815201 51.0406068))",
1016,,,Parking Zone,Parallel,"Riverfront Av SW ,  Fr 1 St SW To 2 St SW",N,1016,Active,5,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0655828 51.0523532, -114.0652833 51.0523527))",Chinatown
3535,,,Parking Zone,Parallel,"12 St SW ,  Fr 12 Av SW To 13 Av SW",W,3535,Active,8,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0914872 51.0418245, -114.0914884 51.0418283, -114.091489 51.0418356, -114.0914876 51.0418451, -114.0914841 51.0419083, -114.091472 51.0420759))",
