DESCRIPTION,PARKING_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,GLOBALID
SCH376,NA,Parallel,Active,Banting and Best School,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0136708 50.9940739, -114.0137104 50.9940739, -114.0145143 50.9940749))",3a287367-1840-4a89-bd3d-dfc03a8a0b3d
SCH379,NA,Parallel,Active,Sherwood Community School,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0103178 50.9940624, -114.0103273 50.994065, -114.0103405 50.9940676, -114.0103577 50.9940695, -114.0103881 50.99407))",2095e8b2-236e-42e9-9a1e-eb1a8fdc2458
SCH384,NA,Parallel,Active,Pineridge School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9447442 51.0708775, -113.9447635 51.0708821, -113.9448098 51.0708835, -113.9449962 51.0708951, -113.9450887 51.0709078, -113.9451557 51.0709193, -113.9452429 51.0709378, -113.9453363 51.0709619, -113.9454308 51.0709926, -113.9455417 51.071035, -113.9455656 51.0710456))",1edbadf2-db83-402b-920e-6124ce9c9a55
SCH40,J,Parallel,Active,Mount Royal University - Holy Cross Campus,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0677563 51.0337272, -114.0677585 51.0337286, -114.0677606 51.0337298, -114.0677628 51.0337311, -114.0677651 51.0337322, -114.0677673 51.0337333, -114.0677697 51.0337343, -114.0677724 51.0337353, -114.0677752 51.0337363, -114.0677788 51.0337375, -114.0677827 51.0337386, -114.0677869 51.0337397, -114.0677912 51.0337406, -114.0677953 51.0337414, -114.0677997 51.0337422, -114.067807 51.0337433, -114.067813 51.0337442, -114.0678162 51.0337446, -114.067819 51.0337449, -114.0678217 51.0337451, -114.0678245 51.0337453, -114.0678403 51.033746, -114.0678465 51.0337462, -114.0678527 51.0337464, -114.0678903 51.0337472, -114.0679604 51.0337486, -114.067991 51.0337491, -114.0680104 51.0337494, -114.0680124 51.0337494, -114.0680144 51.0337494, -114.0680163 51.0337493, -114.0680184 51.0337491, -114.0680207 51.0337489, -114.0680228 51.0337486, -114.0680253 51.0337483, -114.0680306 51.0337474, -114.0680314 51.0337472, -114.0680322 51.033747, -114.0680329 51.0337467, -114.0680347 51.0337458, -114.0680353 51.0337455, -114.0680358 51.0337453, -114.0680366 51.0337451, -114.0680393 51.0337447, -114.0680416 51.0337445, -114.068044 51.0337442, -114.068048 51.0337439, -114.0680498 51.0337438, -114.0680519 51.0337437, -114.0680541 51.0337437, -114.0680561 51.0337437, -114.0680939 51.0337445, -114.0681179 51.0337452, -114.0681453 51.0337461, -114.06822 51.0337487, -114.0682423 51.0337494, -114.0682632 51.03375, -114.0682941 51.0337508, -114.0683576 51.0337522, -114.068383 51.0337528, -114.0684266 51.0337539, -114.0685263 51.0337565, -114.068535 51.0337567, -114.0685526 51.033757, -114.068559 51.0337571, -114.0685604 51.0337572, -114.0685619 51.0337573, -114.0685634 51.0337574, -114.0685648 51.0337576, -114.0685663 51.0337579, -114.068568 51.0337582, -114.0685715 51.0337589, -114.0685731 51.0337593, -114.0685745 51.0337598, -114.0685759 51.0337604, -114.0685793 51.0337619, -114.0685804 51.0337623, -114.0685814 51.0337626, -114.0685835 51.0337631, -114.0685866 51.0337638, -114.0685897 51.0337644, -114.0685929 51.033765, -114.0685963 51.0337655, -114.0686007 51.0337661, -114.0686043 51.0337666, -114.0686079 51.0337669, -114.068611 51.0337672, -114.068614 51.0337673, -114.0686171 51.0337674, -114.0686204 51.0337675, -114.0686251 51.0337674, -114.068638 51.0337666, -114.0686532 51.0337648, -114.0686694 51.0337605))",3b71cc51-55b7-485d-a5cd-0f8b02939486
SCH405,N,Parallel,Active,Woodman School,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0824695 50.9765048, -114.0826247 50.9765252))",ba486c45-139f-48d6-ac95-9cf7ae53cb27
SCH419,NA,Parallel,Active,Highwood School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0772892 51.0925809, -114.0774206 51.0925921))",c9a520aa-d261-4c4f-b453-b7ebb305bfbf
SCH42,P,Parallel,Active,Western Canada High School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,0700-0830 MON-FRI,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0757297 51.0377665, -114.0757365 51.0377666, -114.0757433 51.0377667, -114.0757501 51.0377667, -114.0757569 51.0377667, -114.0757637 51.0377667, -114.0761711 51.0377664, -114.0765786 51.0377661, -114.0769861 51.0377658, -114.0773936 51.0377655, -114.0778011 51.0377652, -114.0780275 51.0377649, -114.0780557 51.0377651, -114.0780613 51.0377651, -114.0780669 51.037765, -114.0780725 51.0377649, -114.0780781 51.0377648, -114.0780837 51.0377646, -114.0780892 51.0377645, -114.0780947 51.0377642, -114.0781001 51.0377639))",2342f272-d462-492f-99f1-97e8967274e6
SCH424,NA,Parallel,Active,Holy Angels School,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0095672 50.9734357, -114.0095966 50.9734449, -114.0096271 50.9734505, -114.009656 50.9734534, -114.0096813 50.9734522, -114.0097044 50.9734481, -114.0097066 50.9734478, -114.0099058 50.9734138, -114.0099172 50.973412))",59e6ed45-2ba7-49f4-a1bc-78d7c39cf39d
SCH425,NA,Parallel,Active,Holy Angels School,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.0090983 50.9735539, -114.0091371 50.9735468, -114.0091926 50.9735377, -114.0092042 50.9735356, -114.0092364 50.9735256, -114.0092607 50.9735162, -114.0092897 50.9734995, -114.0093107 50.9734788, -114.0093239 50.9734598, -114.0093259 50.973446))",5d19e6b0-4850-48f1-8650-e59bdd303597
SCH427,NA,Parallel,Active,Holy Child School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0821902 50.8864674, -114.0822051 50.8864822, -114.0822257 50.886496, -114.0822481 50.8865063, -114.082276 50.8865144, -114.0823047 50.8865188, -114.0823801 50.8865197))",009d4f7b-041f-442b-ae89-88c29ac89307
SCH433,NA,Parallel,Active,St Jerome School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0796655 51.1579954, -114.0791461 51.1582062))",bc40bbf5-2495-47f6-8c4a-19fe3a9c3795
SCH435,GBK,Parallel,Active,St Gregory School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.161131 51.0304389, -114.1611813 51.0304689, -114.1612159 51.0304755, -114.1612328 51.0304769, -114.1612567 51.0304772, -114.1612768 51.030477, -114.1612768 51.030477, -114.1614607 51.0304762, -114.1618137 51.0304786, -114.1620983 51.0304784, -114.1623304 51.0304797))",48022e1e-f757-42f8-98b4-c2faa568dddf
SCH45,P,Parallel,Active,Montessori School of Calgary,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0767001 51.0350613, -114.076757 51.0350738, -114.0767842 51.0350792, -114.0768115 51.0350843, -114.076839 51.0350891, -114.0768665 51.0350937, -114.0768942 51.0350981, -114.0769186 51.0351018, -114.076943 51.0351054))",96bf11b9-a9d7-443f-b87c-bd39de7d8529
SCH468,NA,Parallel,Active,St. Elizabeth Seton,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1105132 51.1515599, -114.1106047 51.1515635))",6c31dada-6519-4cd9-9964-a3dacaf0a48d
SCH470,NA,Parallel,Active,St. Elizabeth Seton,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1103019 51.1515498, -114.1103624 51.151553))",ebaf4bd6-af52-430e-a932-4e1c745da0ff
SCH472,NA,Parallel,Active,St. Bede Elementary School,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0828163 51.1323833, -114.0829005 51.1323828, -114.0831313 51.1323823, -114.0833722 51.1323816, -114.0835539 51.1323803, -114.0836257 51.13238))",22e0a4d3-ac06-4b78-9447-4844c45a1bae
SCH476,NA,Parallel,Active,Beddington Heights School,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0801993 51.1323934, -114.0806184 51.1323915))",9d28a9f6-9179-4493-a03d-f37ca9f7c473
SCH482,SDC,Parallel,Active,Centennial High School,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0477619 50.9064492, -114.047868 50.906468, -114.0479829 50.9064785, -114.0480671 50.9064846, -114.0481869 50.9064934, -114.0482951 50.9064984, -114.0484396 50.9065064, -114.0484704 50.9065071, -114.0484704 50.9065001, -114.0484705 50.9065001, -114.0484937 50.906501, -114.0485171 50.9065018, -114.0485272 50.9065021, -114.0485404 50.9065025, -114.0485717 50.9065033, -114.0486031 50.9065038, -114.0486345 50.9065042, -114.0486659 50.9065044, -114.0486973 50.9065045, -114.0487352 50.9065047, -114.0487732 50.9065048, -114.0488112 50.9065049, -114.0488492 50.906505, -114.0488872 50.9065051, -114.0490755 50.9065062, -114.0491911 50.9065063, -114.0495154 50.9065066, -114.0498005 50.906506, -114.0500504 50.9065074, -114.0503288 50.9065069, -114.0505946 50.9065074, -114.0509194 50.906508, -114.0513505 50.9065082, -114.0517265 50.9065082, -114.0520485 50.9065082, -114.0524027 50.9065086, -114.052821 50.9065093, -114.0532538 50.9065097, -114.0536883 50.9065106, -114.0540334 50.9065114))",8c80e63e-841d-49f7-83eb-4e78ac3c7621
SCH485,SDC,Parallel,Active,Fish Creek School,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0325491 50.9022202, -114.0326792 50.9022039))",0ae737ec-2f92-4e9a-be1e-07ad0c28e66e
SCH486,SDC,Parallel,Active,Fish Creek School,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0323135 50.9022485, -114.0323758 50.9022403))",25ca0568-51ca-4ca8-9b3d-47eac07ebc67
SCH491,NA,Parallel,Active,St Brigid School,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1896178 51.1471467, -114.1897873 51.147198))",c800967c-65e7-4a71-ad8e-abe6ca1887b3
SCH492,NA,Parallel,Active,St Brigid School,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1899718 51.1472537, -114.1900989 51.1472921, -114.1901782 51.147314))",d2ec9d72-69f0-41fb-bfac-2667d38f784b
SCH495,NA,Parallel,Active,St. Maria Goretti Elementary School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1780944 51.1348848, -114.178374 51.1349286))",52cd1b44-6470-4b8a-8c9e-d39901058218
SCH496,NA,Parallel,Active,St. Maria Goretti Elementary School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1785447 51.134959, -114.1786957 51.1349878, -114.1788232 51.135014, -114.1789413 51.1350402, -114.1790071 51.1350548))",b2c672e7-2feb-4719-945a-17a5801ca5d5
SCH498,NA,Parallel,Active,Arbour Lake School,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.2121512 51.1339284, -114.2122386 51.1339282, -114.2123317 51.1339281, -114.2125057 51.1339279, -114.2126387 51.1339277))",0e4a754b-6a89-498d-90ce-ee0e643c87ce
SCH500,SCA,Parallel,Active,Monsignor E. L. Doyle Elementary School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.2154682 51.122301, -114.2155642 51.122309, -114.2156371 51.1223163, -114.2157065 51.1223251))",727bbb66-fbd4-4e64-9098-9fcd9a1253f0
SCH501,SCA,Parallel,Active,Monsignor E. L. Doyle Elementary School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.2136034 51.1222667, -114.2137514 51.1222682, -114.2140127 51.1222692))",48ed0d87-27ee-4e07-ad28-a90ac53db08c
SCH502,SCA,Parallel,Active,Monsignor E. L. Doyle Elementary School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.211104 51.1210623, -114.2111041 51.1210882, -114.211108 51.1211491, -114.2111177 51.1211985, -114.2111356 51.1212577, -114.2111513 51.1213018, -114.2111782 51.1213655, -114.2112081 51.1214201, -114.2112529 51.121497, -114.2113025 51.1215652, -114.2113285 51.1215937, -114.2113345 51.1216017, -114.2113481 51.1216163, -114.2113611 51.1216312, -114.2113725 51.1216453, -114.2113844 51.1216577, -114.2113989 51.1216717, -114.2114133 51.1216866, -114.2114305 51.1217009, -114.2114433 51.1217136, -114.2114601 51.1217294, -114.2114757 51.1217428, -114.2114894 51.1217555, -114.2115041 51.1217696, -114.2115192 51.1217823, -114.2115379 51.1217965, -114.211558 51.1218105, -114.2115767 51.121824, -114.2115957 51.1218372, -114.2116125 51.1218495, -114.2116356 51.1218643, -114.211655 51.1218781, -114.2116908 51.1219019, -114.2117096 51.1219135, -114.2117295 51.1219252, -114.2117481 51.121936, -114.2117678 51.1219488, -114.2117829 51.1219563, -114.2117861 51.1219578, -114.2118074 51.121968, -114.2118269 51.1219789, -114.2118479 51.1219893, -114.211852 51.1219915, -114.2118667 51.1219991, -114.211887 51.1220102, -114.2119087 51.1220202, -114.2119324 51.1220301, -114.211954 51.1220394, -114.2119782 51.12205, -114.2119995 51.1220594, -114.2120233 51.1220681, -114.2120458 51.1220771, -114.2120689 51.1220863, -114.2120937 51.1220954, -114.2121163 51.1221047, -114.2121423 51.1221136, -114.2121674 51.1221218, -114.2121939 51.12213, -114.2122224 51.1221393, -114.2122513 51.1221471, -114.2122717 51.1221537, -114.2122867 51.1221579, -114.212312 51.1221646, -114.212339 51.1221718, -114.2123657 51.1221776, -114.2123948 51.1221857, -114.2124269 51.1221925, -114.2124589 51.1221993, -114.2124905 51.1222064, -114.212522 51.1222119, -114.2125489 51.122217, -114.2125755 51.1222217, -114.2126027 51.1222268, -114.212632 51.1222316, -114.2126672 51.1222371, -114.212696 51.1222402, -114.2127279 51.1222441, -114.2127587 51.1222474, -114.2127856 51.1222508, -114.2128174 51.1222536, -114.2128462 51.1222563, -114.2128775 51.122258, -114.2129074 51.1222604, -114.2129388 51.1222621, -114.2129694 51.1222635, -114.2130009 51.1222641, -114.213028 51.1222647, -114.2130589 51.1222654, -114.2130907 51.1222654, -114.2131248 51.1222657, -114.2131506 51.1222658, -114.2131649 51.122266, -114.2133366 51.1222671, -114.2133965 51.1222665))",e112b412-55b3-44d5-ab8a-a1c6ec35e833
SCH505,NA,Parallel,Active,Silver Springs School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1912584 51.1061947, -114.1913117 51.1061947, -114.1913477 51.1061948, -114.1913762 51.1061949, -114.1913911 51.1061956, -114.1914057 51.1061979, -114.1914194 51.1062016, -114.1914332 51.1062053, -114.1914477 51.1062076, -114.1914626 51.1062084, -114.191534 51.1062084))",31d873f2-b5e7-4fd0-8196-4227a851a1d2
SCH513,NA,Parallel,Active,Tuscany School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,,"MULTILINESTRING ((-114.2461883 51.1180776, -114.2462247 51.118078, -114.2462522 51.1180769, -114.2462792 51.1180731, -114.2463049 51.1180668, -114.2463287 51.1180579, -114.2463499 51.1180469, -114.2463681 51.1180338, -114.2463829 51.1180192, -114.2463937 51.1180032, -114.2464005 51.1179864))",80b891f7-300b-4740-91c2-db5850593119
SCH527,FF,Parallel,Active,Dr. E. P. Scarlett High School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0854859 50.9478137, -114.0859256 50.9478132, -114.0859589 50.9478113, -114.0860034 50.9477983))",8c77c5dd-7baa-4511-902d-c253c24038a8
SCH528,FF,Parallel,Active,Dr. E. P. Scarlett High School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0862646 50.9478004, -114.086293 50.9478078, -114.0862998 50.9478092, -114.0863066 50.9478103, -114.0863135 50.9478112, -114.0863204 50.9478118, -114.0863309 50.9478124, -114.0863414 50.9478128, -114.0863518 50.9478132, -114.0863623 50.9478134, -114.0863728 50.9478135, -114.0863834 50.9478135, -114.086394 50.9478135, -114.0864046 50.9478134, -114.0864151 50.9478134, -114.0864257 50.9478134, -114.0864394 50.9478133, -114.0865792 50.9478127, -114.0867656 50.947814, -114.0868908 50.9478137, -114.0871524 50.9478135, -114.0871551 50.9478135, -114.0871579 50.9478135, -114.0871606 50.9478135, -114.0871633 50.9478135, -114.087166 50.9478134, -114.0871737 50.9478135, -114.0871813 50.9478136, -114.0871889 50.9478137, -114.0871965 50.9478139, -114.0872041 50.947814, -114.0872145 50.947814, -114.0872248 50.9478139, -114.0872352 50.9478138, -114.0872455 50.9478136, -114.0872559 50.9478132, -114.0872626 50.9478129, -114.0872693 50.9478123, -114.087276 50.9478116, -114.0872826 50.9478107, -114.0872893 50.9478098, -114.0872951 50.9478089, -114.0872969 50.9478086))",1c685cdc-3eec-4efd-840b-69db35c581ae
SCH529,FF,Parallel,Active,Dr. E. P. Scarlett High School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0876002 50.9478036, -114.0876505 50.9478126, -114.0876626 50.9478132, -114.0876748 50.9478135, -114.0876869 50.9478137, -114.0876991 50.9478138, -114.0877125 50.9478137, -114.0877258 50.9478135, -114.0877392 50.9478133, -114.0877526 50.9478132, -114.0877659 50.9478133, -114.0877859 50.9478135, -114.0878059 50.9478138, -114.0878259 50.9478141, -114.0878459 50.9478146, -114.0878659 50.9478151, -114.0878834 50.9478156, -114.087901 50.9478162, -114.0879185 50.9478168, -114.0879361 50.9478175, -114.0879536 50.9478182, -114.0879716 50.9478188, -114.0879896 50.9478194, -114.0879923 50.9478195, -114.0880075 50.9478202, -114.0880254 50.9478214, -114.0880431 50.9478234))",c788598c-3852-4ca4-831f-4396868869e2
SCH53,J,Parallel,Active,Rideau Park School,Lanes (Alleys),E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.0725166 51.0233167, -114.0725385 51.0233328, -114.0725962 51.0233392, -114.0726922 51.02335, -114.0728532 51.0233682, -114.0730127 51.0233863, -114.0731425 51.0234011, -114.0732498 51.023413, -114.0733945 51.0234289, -114.0734201 51.0234321, -114.0734234 51.0234324, -114.0734267 51.0234327, -114.0734299 51.0234331, -114.0734332 51.0234335, -114.0734364 51.0234339, -114.0734396 51.0234342, -114.0734428 51.0234347, -114.0734459 51.0234351, -114.073449 51.0234356, -114.0734522 51.0234361, -114.0734566 51.0234369, -114.0734609 51.0234379, -114.0734651 51.023439, -114.0734693 51.0234403, -114.0734734 51.0234416, -114.0734787 51.0234434, -114.0734837 51.0234454, -114.0734886 51.0234475, -114.0734934 51.0234497, -114.0734981 51.0234521, -114.0735028 51.0234546, -114.0735073 51.0234573, -114.0735116 51.0234601, -114.0735156 51.023463, -114.0735193 51.0234662, -114.0735229 51.0234696, -114.0735262 51.0234731, -114.0735291 51.0234766, -114.0735318 51.0234803))",ac716a28-cc7c-4fdb-86f0-4ef42c3177c3
SCH542,NA,Parallel,Active,"Almadina Language Charter Academy, Ogden Campus",Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0114072 50.9849838, -114.0116206 50.9849842, -114.0118895 50.9849842))",c419b891-5d34-405d-a1d2-ca63af8f8ec3
SCH548,NA,Parallel,Active,Canyon Meadows School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0788957 50.9478061, -114.0790105 50.9478061, -114.0790674 50.9478062, -114.0795565 50.947806, -114.07963 50.9478061))",cc5fa751-3651-49e1-9551-8d7d3a496c20
SCH55,J,Parallel,Active,Rideau Park School,Lanes (Alleys),E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.0734222 51.0239799, -114.0734231 51.0239821, -114.0734241 51.0239843, -114.0734253 51.0239866, -114.0734268 51.0239889, -114.0734285 51.0239911, -114.0734304 51.0239932, -114.0734326 51.0239952, -114.0734349 51.0239971, -114.0734372 51.0239988, -114.0734396 51.0240005, -114.0734421 51.0240022, -114.0734447 51.0240038, -114.0734475 51.0240055, -114.0734504 51.0240072, -114.0734532 51.0240088, -114.0734562 51.0240104, -114.0734592 51.024012, -114.0735584 51.0240624, -114.0736992 51.0241339, -114.0738049 51.024188, -114.0738189 51.0241952, -114.0738214 51.0241964, -114.0738239 51.0241976, -114.0738262 51.0241989, -114.0738285 51.0242002, -114.0738306 51.0242017, -114.0738324 51.024203, -114.0738342 51.0242044, -114.0738359 51.0242057, -114.0738376 51.0242071, -114.0738393 51.0242085, -114.073841 51.02421, -114.0738427 51.0242115, -114.0738444 51.024213, -114.073846 51.0242145, -114.0738476 51.024216, -114.0738493 51.0242177, -114.0738508 51.0242195))",9b46002a-2d96-4749-97d1-832849ad97f6
SCH559,NA,Parallel,Active,Foundation for the Future Charter Academy Mcknight,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-114.0587364 51.0959616, -114.0588424 51.0959617, -114.0588424 51.0959618, -114.0591354 51.0959615, -114.0594037 51.0959611, -114.0596335 51.0959612, -114.0598958 51.0959612, -114.0601715 51.0959617, -114.0604551 51.0959608, -114.060637 51.0959613, -114.0607559 51.0959609, -114.0608487 51.0959605, -114.0608645 51.0959603, -114.0608794 51.0959597, -114.0608916 51.095959, -114.0609058 51.0959579, -114.060925 51.0959559, -114.0609391 51.0959541, -114.0609458 51.0959529, -114.0609572 51.0959502, -114.0609665 51.0959471))",c2b0be5d-8c25-4758-85e7-d42dd28d8d7a
